,RHLPS_1,RHLPS_2,RHLPS_3,RHLPS_4,RH_1,RH_2,RH_3,RH_4
TGME49_275410,622,636,347,565,622,550,472,502
TGME49_275420,1664,1593,949,1345,1664,1297,1251,1253
TGME49_275430,862,796,519,781,862,640,729,682
TGME49_275440,67868,94342,51637,71238,67868,90613,59144,61885
TGME49_275450,2813,3578,1977,2689,2813,3276,2319,2344
TGME49_275460,2119,3149,1952,2314,2119,3203,2317,2035
TGME49_275470,1460,1525,1096,1538,1460,1414,1248,1324
TGME49_275480,3434,4231,2392,3455,3434,3996,2801,2976
TGME49_275490,1484,1682,1018,1404,1484,1493,1216,1207
TGME49_275568,899,874,490,663,899,785,587,565
TGME49_275590,2,3,0,0,2,2,1,2
TGME49_275600,1,1,1,1,1,0,0,0
TGME49_275610,698,689,543,915,698,646,634,804
TGME49_275630,2449,2603,1284,1942,2449,2200,1590,1720
TGME49_275640,2572,3549,2084,2581,2572,3605,2338,2251
TGME49_275650,2177,2450,1553,2046,2177,2222,1794,1636
TGME49_275660,11,11,9,15,11,18,17,13
TGME49_275670,1836,1959,1494,2195,1836,1852,1781,1880
TGME49_275680,0,0,0,0,0,0,0,0
TGME49_275690,6849,6879,3978,5928,6849,6135,4884,5232
TGME49_275700,1,3,1,0,1,0,0,0
TGME49_275710,1,5,3,2,1,4,2,5
TGME49_275740,826,965,425,700,826,809,498,630
TGME49_275750,804,943,459,607,804,836,534,603
TGME49_275755,206,333,168,184,206,268,201,166
TGME49_275760,103,149,33,67,103,143,44,84
TGME49_275770,1474,1812,1104,1621,1474,1641,1270,1369
TGME49_275780,559,725,466,583,559,680,497,512
TGME49_275790,4,4,2,5,4,4,2,2
TGME49_275795,0,0,0,0,0,1,1,0
TGME49_275798,3,6,4,5,3,4,2,0
TGME49_275802,2449,3128,1647,2384,2449,2868,2012,1972
TGME49_275810,9798,11630,6512,8356,9798,10899,7456,7208
TGME49_275820,0,1,0,0,0,0,0,0
TGME49_275830,456,533,314,461,456,457,391,372
TGME49_275840,1079,1219,662,920,1079,1082,811,782
TGME49_275850,45,74,55,56,45,48,47,37
TGME49_275860,19906,24316,14128,18175,19906,24816,16143,15681
TGME49_275870,409,581,250,401,409,538,309,354
TGME49_275970,132,191,87,121,132,157,91,97
TGME49_275980,854,980,600,812,854,1015,678,646
TGME49_275990,1366,1761,1058,1425,1366,1530,1181,1149
TGME49_276100,869,875,674,945,869,876,740,786
TGME49_276110,644,621,440,472,644,491,470,417
TGME49_276120,744,759,489,717,744,757,578,606
TGME49_276130,1169,1074,698,1110,1169,927,920,994
TGME49_276140,5380,7136,4217,5579,5380,6464,4855,4713
TGME49_276155,49,89,34,56,49,81,54,36
TGME49_276170,11883,13497,7696,10764,11883,13464,8945,9247
TGME49_276180,2107,2323,1484,2272,2107,2097,1938,1800
TGME49_276190,556,693,349,434,556,593,398,392
TGME49_276200,139,142,85,118,139,127,88,111
TGME49_276210,1707,1476,998,1480,1707,1300,1157,1356
TGME49_276220,834,774,607,795,834,683,678,685
TGME49_276230,581,479,324,454,581,401,365,380
TGME49_276810,878,1049,612,840,878,942,677,799
TGME49_276820,0,0,0,0,0,0,1,1
TGME49_276830,7,1,1,5,7,1,1,5
TGME49_276840,0,0,1,1,0,0,0,1
TGME49_276850,0,3,1,0,0,3,1,0
TGME49_276860,1,3,5,2,1,5,4,6
TGME49_276870,0,0,1,0,0,0,0,0
TGME49_276880,11,29,15,24,11,22,25,17
TGME49_276890,1564,2062,1076,1463,1564,1922,1348,1321
TGME49_276900,1345,1642,904,1245,1345,1531,1165,1011
TGME49_276910,1208,1254,822,1211,1208,1082,861,1012
TGME49_276920,8732,9518,5534,7346,8732,8545,6301,6710
TGME49_276930,3331,4330,2213,3117,3331,4275,2459,2722
TGME49_276940,4081,4992,3453,4278,4081,4417,3833,3814
TGME49_276950,0,0,0,0,0,0,0,0
TGME49_276960,112,141,61,99,112,116,83,88
TGME49_276970,2230,2376,1321,1762,2230,1988,1530,1572
TGME49_276980,322,407,203,353,322,378,283,258
TGME49_276990,836,1054,577,750,836,934,623,675
TGME49_277000,2331,2717,1609,2324,2331,2358,1843,1997
TGME49_277010,623,840,516,636,623,801,615,505
TGME49_277020,597,715,451,542,597,627,525,499
TGME49_277030,4455,4926,3082,4249,4455,4421,3750,3543
TGME49_277050,354,485,263,356,354,415,315,320
TGME49_277055,6,7,3,9,6,7,2,6
TGME49_277060,14,22,10,19,14,15,24,13
TGME49_277070,754,794,429,568,754,731,482,568
TGME49_277080,37590,62867,34646,44929,37590,63897,38441,37906
TGME49_277090,2579,3494,2009,2622,2579,3301,2497,2097
TGME49_277150,409,408,221,326,409,306,296,282
TGME49_277220,413,465,285,323,413,324,308,292
TGME49_277230,616,813,378,623,616,691,376,443
TGME49_277240,0,0,0,0,0,0,0,0
TGME49_277250,0,0,0,2,0,0,1,0
TGME49_277260,2026,2392,1391,2050,2026,2164,1678,1800
TGME49_277265,0,1,0,1,0,0,1,1
TGME49_277270,1220,1700,1041,1254,1220,1581,1190,1085
TGME49_277490,3351,4123,2586,3724,3351,3916,3117,3130
TGME49_277500,1898,2237,1300,1776,1898,1959,1491,1461
TGME49_277510,2737,3013,1878,2785,2737,2801,2290,2392
TGME49_277530,631,772,405,561,631,662,483,482
TGME49_277540,363,279,211,280,363,233,260,252
TGME49_277550,247,269,174,259,247,182,207,204
TGME49_277560,647,490,351,576,647,449,507,525
TGME49_277572,0,0,2,0,0,1,0,0
TGME49_277680,1376,1738,960,1167,1376,1598,1182,1064
TGME49_277685,759,881,684,703,759,842,791,646
TGME49_277690,741,796,424,571,741,768,482,533
TGME49_277700,423,592,321,356,423,525,394,338
TGME49_277705,39,52,35,41,39,69,48,39
TGME49_277710,2210,2538,1452,2177,2210,2595,1781,1885
TGME49_277720,2542,2882,1867,2769,2542,2699,2212,2357
TGME49_277730,50,65,26,63,50,60,35,58
TGME49_277740,5914,7392,5211,7443,5914,6924,6136,6076
TGME49_277760,1774,2091,1179,1622,1774,1946,1383,1386
TGME49_277770,669,863,377,649,669,726,395,557
TGME49_277780,58,70,42,48,58,78,53,46
TGME49_277790,2025,2157,1461,2005,2025,1991,1705,1629
TGME49_277800,7,0,1,6,7,4,0,2
TGME49_277810,18,15,11,9,18,14,6,9
TGME49_277820,1430,1631,888,1464,1430,1620,1050,1319
TGME49_277830,0,0,0,0,0,0,0,0
TGME49_277840,2558,3014,1770,2241,2558,2752,2036,1988
TGME49_277850,662,822,439,580,662,795,501,500
TGME49_277860,267,262,110,151,267,225,154,142
TGME49_277870,1328,2115,1199,1529,1328,2297,1481,1284
TGME49_277880,499,730,407,526,499,748,549,438
TGME49_277895,929,1049,593,1001,929,894,695,872
TGME49_277910,1910,2552,1552,2158,1910,2438,1793,1878
TGME49_277920,950,1200,658,845,950,1125,729,761
TGME49_277930,574,557,377,577,574,538,489,471
TGME49_277940,1015,968,561,1016,1015,833,750,875
TGME49_277950,89,101,75,77,89,91,68,59
TGME49_277960,0,0,0,0,0,0,0,0
TGME49_277970,631,787,594,576,631,723,658,535
TGME49_277980,18,15,9,15,18,8,13,12
TGME49_277990,873,1030,678,932,873,953,823,803
TGME49_278005,0,3,1,1,0,2,3,0
TGME49_278020,471,520,305,474,471,480,411,479
TGME49_278030,4328,5269,3083,4245,4328,5086,3802,3782
TGME49_278040,596,747,422,582,596,768,469,422
TGME49_278050,2235,3125,1691,2088,2235,2686,1811,1752
TGME49_278060,1483,1728,994,1282,1483,1617,1137,1143
TGME49_278070,1,0,1,0,1,0,0,0
TGME49_278080,4,15,11,7,4,20,33,4
TGME49_278090,66,71,75,105,66,80,59,70
TGME49_278100,71,54,60,91,71,65,73,79
TGME49_278110,276,538,688,481,276,447,844,393
TGME49_278120,6,44,25,19,6,44,32,13
TGME49_278130,829,687,431,912,829,637,481,779
TGME49_278145,5,2,1,5,5,5,0,2
TGME49_278160,763,788,539,724,763,770,596,613
TGME49_278170,665,872,493,606,665,800,556,579
TGME49_278180,1,1,2,1,1,2,0,0
TGME49_278205,5126,5690,3229,4921,5126,5182,4109,4316
TGME49_278220,413,481,290,319,413,453,349,319
TGME49_278230,432,589,323,395,432,487,376,360
TGME49_278240,242,404,274,414,242,361,355,321
TGME49_278245,80,100,59,94,80,80,71,77
TGME49_278250,705,762,424,615,705,746,574,516
TGME49_278260,667,764,420,648,667,664,536,546
TGME49_278270,364,499,307,311,364,456,338,282
TGME49_278280,1557,1514,1027,1281,1557,1316,1234,1165
TGME49_278290,1,2,0,1,1,2,0,1
TGME49_278300,0,0,0,0,0,0,1,0
TGME49_278310,0,0,0,2,0,1,0,0
TGME49_278320,1,0,0,0,1,1,1,0
TGME49_278330,1,0,0,1,1,1,0,0
TGME49_278340,1,0,1,1,1,2,1,0
TGME49_278350,0,0,0,2,0,0,0,0
TGME49_278360,1,0,0,2,1,0,1,1
TGME49_278365,257,276,225,383,257,228,226,321
TGME49_278370,96,97,57,99,96,84,59,94
TGME49_278380,5,7,4,5,5,8,2,6
TGME49_278390,254,267,133,220,254,182,162,206
TGME49_278400,412,609,444,471,412,625,449,401
TGME49_278410,23,18,7,17,23,18,4,8
TGME49_278420,2,2,2,0,2,3,2,1
TGME49_278430,1,2,0,2,1,3,4,0
TGME49_278440,2356,2872,1621,2258,2356,2649,1995,1889
TGME49_278450,3701,5101,2959,3946,3701,4779,3488,3397
TGME49_278460,9,10,8,7,9,11,8,5
TGME49_278470,840,1128,624,826,840,1076,736,699
TGME49_278490,590,841,483,582,590,720,545,487
TGME49_278500,1173,1483,766,1232,1173,1346,983,988
TGME49_278510,4055,3665,2448,3744,4055,3331,2794,3431
TGME49_278518,13,13,9,16,13,5,9,10
TGME49_278522,4,2,1,2,4,3,0,0
TGME49_278530,3185,3645,1982,2523,3185,3680,2457,2270
TGME49_278540,1501,2119,1173,1518,1501,1986,1380,1372
TGME49_278550,1345,1394,775,1148,1345,1230,1028,986
TGME49_278565,11,39,6,12,11,38,9,14
TGME49_278580,79,201,163,171,79,163,195,134
TGME49_278600,5386,6267,3970,5615,5386,5914,4546,4839
TGME49_278620,9,20,2,7,9,13,6,8
TGME49_278630,794,920,503,709,794,789,642,593
TGME49_278640,1774,2072,1246,1756,1774,1947,1473,1477
TGME49_278660,4409,4850,2617,3931,4409,4227,3227,3413
TGME49_278670,1188,1274,815,969,1188,1167,859,843
TGME49_278680,8,7,17,16,8,10,13,10
TGME49_278690,1,1,0,0,1,0,0,2
TGME49_278700,1143,1801,1045,1231,1143,1743,1205,1114
TGME49_278710,1,17,0,4,1,15,0,1
TGME49_278720,1151,1604,854,1157,1151,1545,965,1027
TGME49_278730,536,664,414,497,536,632,485,414
TGME49_278740,536,525,327,479,536,472,416,483
TGME49_278750,247,211,172,259,247,163,196,208
TGME49_278753,1,0,0,1,1,3,0,0
TGME49_278757,4,4,3,3,4,4,2,2
TGME49_278760,593,852,454,652,593,780,544,496
TGME49_278770,2458,2704,1788,2414,2458,2492,2149,2009
TGME49_278780,529,673,408,615,529,600,475,569
TGME49_278790,1,0,1,0,1,1,1,0
TGME49_278800,3073,4043,2205,3116,3073,3881,2694,2763
TGME49_278815,1562,1271,939,1576,1562,1160,1202,1390
TGME49_278830,8655,10489,6324,8530,8655,9874,7718,7327
TGME49_278840,22,36,28,18,22,18,18,21
TGME49_278850,3762,4505,2744,4129,3762,4086,3145,3527
TGME49_278860,0,0,1,0,0,2,1,1
TGME49_278870,6589,7277,4604,6850,6589,6554,5630,6090
TGME49_278878,140,124,95,135,140,130,146,133
TGME49_278882,228,270,181,257,228,217,222,212
TGME49_278890,666,798,460,654,666,707,544,529
TGME49_278900,301,377,182,266,301,327,228,231
TGME49_278910,77,118,83,74,77,93,103,67
TGME49_278920,654,650,415,561,654,585,478,493
TGME49_278930,1010,1334,822,1003,1010,1266,954,986
TGME49_278940,3047,3961,1967,2994,3047,3721,2543,2630
TGME49_278950,344,431,225,307,344,403,259,239
TGME49_278960,1354,1537,955,1304,1354,1431,1125,1116
TGME49_278965,2,1,1,3,2,4,1,3
TGME49_278975,1065,845,632,965,1065,669,706,799
TGME49_278990,3668,4519,2402,3481,3668,4175,2736,2959
TGME49_279000,7,18,1,4,7,8,1,6
TGME49_279100,10476,13811,8416,11003,10476,14044,9664,9528
TGME49_279310,117,85,48,102,117,80,83,77
TGME49_279315,85,42,37,54,85,31,37,54
TGME49_279320,3893,4384,2219,3932,3893,3847,3004,3448
TGME49_279330,510,704,343,489,510,607,419,406
TGME49_279340,440,526,363,467,440,472,395,347
TGME49_279345,4,8,4,6,4,7,2,2
TGME49_279350,2700,3273,1396,2356,2700,3429,1624,2079
TGME49_279355,51,49,33,36,51,69,35,44
TGME49_279360,4793,6024,3197,4468,4793,5641,3897,3927
TGME49_279370,1344,1787,985,1332,1344,1659,1228,1099
TGME49_279380,3226,3926,2087,2826,3226,3630,2554,2486
TGME49_279390,6599,7757,3863,5333,6599,7088,4665,4852
TGME49_279400,1480,1675,1011,1319,1480,1585,1063,1212
TGME49_279405,261,326,171,228,261,292,192,172
TGME49_279410,1851,2425,1395,1582,1851,2265,1565,1525
TGME49_279420,3014,2557,1746,3008,3014,2228,2065,2643
TGME49_279430,1177,1205,833,1013,1177,1197,819,925
TGME49_279440,155,218,99,143,155,190,108,127
TGME49_279450,645,818,455,565,645,745,497,508
TGME49_279460,2,2,0,1,2,0,0,2
TGME49_279540,695,746,420,576,695,681,527,500
TGME49_279550,1259,1298,684,934,1259,1192,848,912
TGME49_279560,3,2,2,2,3,0,0,6
TGME49_280070,1,2,1,4,1,2,2,1
TGME49_280370,7631,10820,6386,7857,7631,10704,7831,6715
TGME49_280375,716,763,533,614,716,726,661,557
TGME49_280380,26745,35871,17726,25655,26745,32516,20234,22567
TGME49_280390,1616,1798,1040,1743,1616,1573,1381,1504
TGME49_280400,1535,1810,1159,1555,1535,1680,1423,1397
TGME49_280410,1667,1898,987,1601,1667,1807,1327,1370
TGME49_280420,4,6,7,4,4,9,3,5
TGME49_280430,2,2,0,1,2,0,1,0
TGME49_280435,1,1,2,2,1,3,1,1
TGME49_280440,1231,1591,850,1140,1231,1462,986,1018
TGME49_280450,532,723,443,612,532,605,490,527
TGME49_280460,8848,8841,5635,7821,8848,8260,6961,7126
TGME49_280465,29,28,17,34,29,19,14,18
TGME49_280470,1264,1623,1204,1457,1264,1445,1330,1268
TGME49_280480,1678,1690,1071,1673,1678,1495,1259,1461
TGME49_280490,6966,8193,4713,6536,6966,7522,5758,5755
TGME49_280500,231,383,219,274,231,354,271,237
TGME49_280510,121,202,113,117,121,177,111,107
TGME49_280518,3031,4180,2499,3261,3031,4044,2839,2692
TGME49_280522,3644,4144,2681,3765,3644,4026,3167,2971
TGME49_280530,148,144,109,128,148,155,124,117
TGME49_280540,1269,1331,825,1374,1269,1142,1058,1282
TGME49_280550,1524,1865,964,1329,1524,1681,1116,1106
TGME49_280560,2735,3273,1912,2721,2735,3078,2323,2261
TGME49_280570,8,41,15,6,8,26,22,7
TGME49_280580,166,256,215,144,166,205,231,127
TGME49_280590,316,272,184,287,316,232,243,260
TGME49_280600,2939,3353,1919,2619,2939,3066,2346,2334
TGME49_280605,8,12,5,4,8,4,0,7
TGME49_280610,1701,1816,1116,1433,1701,1770,1308,1234
TGME49_280660,4893,5924,3076,5508,4893,5468,4421,4893
TGME49_280670,1872,2164,1394,2141,1872,2008,1662,1867
TGME49_280680,86,81,67,74,86,84,70,72
TGME49_280690,393,417,257,356,393,378,320,374
TGME49_280700,2254,2766,1910,2647,2254,2694,2305,2264
TGME49_280710,1955,2365,1460,1794,1955,2008,1633,1540
TGME49_280720,494,628,353,496,494,571,383,459
TGME49_280725,3,2,3,1,3,6,5,3
TGME49_280730,905,1021,570,767,905,947,671,700
TGME49_280740,1651,1900,1134,1451,1651,1739,1312,1308
TGME49_280750,1224,1498,807,1123,1224,1382,956,1006
TGME49_280760,1052,1190,601,883,1052,1092,716,815
TGME49_280770,287,319,268,485,287,265,288,432
TGME49_280780,428,403,241,311,428,425,270,285
TGME49_280790,589,744,350,636,589,713,509,526
TGME49_280800,2800,2684,1912,2565,2800,2615,2404,2231
TGME49_280810,388,370,232,356,388,339,306,291
TGME49_281030,4,5,2,1,4,4,3,2
TGME49_281040,18,11,9,11,18,11,9,7
TGME49_281350,0,0,0,0,0,0,0,1
TGME49_281360,1,3,3,3,1,4,2,3
TGME49_281370,589,714,452,535,589,673,620,501
TGME49_281380,293,329,237,315,293,291,270,212
TGME49_281400,5156,4795,2683,3532,5156,4040,3390,3165
TGME49_281420,796,883,504,778,796,847,643,686
TGME49_281430,922,1125,608,856,922,1025,767,719
TGME49_281440,7111,7211,4216,6805,7111,6491,5360,5564
TGME49_281450,752,842,472,627,752,820,485,554
TGME49_281460,373,410,316,427,373,390,360,351
TGME49_281470,10,36,2,17,10,29,6,12
TGME49_281480,1022,1338,817,1142,1022,1294,954,948
TGME49_281490,799,986,514,782,799,899,612,620
TGME49_281500,419,360,208,290,419,344,252,272
TGME49_281510,1122,1315,737,905,1122,1154,816,803
TGME49_281520,1791,2328,1317,1968,1791,2213,1623,1536
TGME49_281530,3,7,2,6,3,3,5,4
TGME49_281545,524,646,360,482,524,541,439,424
TGME49_281555,3,9,0,2,3,9,2,3
TGME49_281560,9,18,10,15,9,12,11,7
TGME49_281570,992,982,623,818,992,925,718,736
TGME49_281575,180,196,109,162,180,180,152,151
TGME49_281580,2222,3012,2059,2469,2222,2858,2355,1994
TGME49_281590,11,22,1,9,11,22,4,5
TGME49_281600,24,33,11,13,24,21,15,7
TGME49_281610,198,222,134,206,198,268,154,174
TGME49_281620,951,1313,739,1008,951,1173,896,861
TGME49_281630,1498,1733,911,1287,1498,1576,1127,1149
TGME49_281640,711,922,453,677,711,806,502,548
TGME49_281650,976,1206,787,1160,976,1207,860,921
TGME49_281660,28,13,8,12,28,20,5,20
TGME49_281675,386,570,267,450,386,525,319,384
TGME49_281900,1585,1829,1236,1735,1585,1505,1347,1458
TGME49_281910,958,1393,708,1010,958,1457,889,828
TGME49_281920,1415,1844,1177,1444,1415,1687,1235,1228
TGME49_281930,165,232,190,245,165,213,201,190
TGME49_281950,953,1315,656,963,953,1227,774,820
TGME49_281955,239,258,147,176,239,227,167,188
TGME49_281960,4577,7321,4383,6923,4577,6538,5170,5738
TGME49_281970,6,4,3,1,6,4,2,1
TGME49_281980,2808,2979,1940,2655,2808,2736,2282,2193
TGME49_281990,638,806,474,644,638,758,558,529
TGME49_282000,55,77,92,75,55,78,121,50
TGME49_282020,0,1,0,0,0,1,0,2
TGME49_282030,0,1,1,0,0,2,1,0
TGME49_282040,1658,1929,1002,1538,1658,1699,1364,1304
TGME49_282055,5289,4705,3106,4532,5289,4263,3529,4044
TGME49_282070,4078,5083,3510,5577,4078,4653,4105,4657
TGME49_282090,1041,1220,689,1004,1041,1031,839,798
TGME49_282100,2,3,0,2,2,2,0,1
TGME49_282110,0,0,0,0,0,0,0,0
TGME49_282120,0,0,0,0,0,0,0,0
TGME49_282130,1065,1046,579,920,1065,842,706,812
TGME49_282140,1314,1504,986,1266,1314,1539,1113,1097
TGME49_282150,1271,1203,667,928,1271,943,829,877
TGME49_282160,0,0,0,0,0,0,0,0
TGME49_282170,3158,3772,2166,3236,3158,3464,2860,2654
TGME49_282180,3572,4418,2373,3193,3572,3946,2784,2757
TGME49_282190,2559,3000,1562,2113,2559,2629,1810,1835
TGME49_282200,9,5,6,8,9,11,6,2
TGME49_282210,1103,1145,664,1272,1103,1017,790,1071
TGME49_282220,1357,1635,830,1294,1357,1489,1072,1126
TGME49_282230,10,9,7,15,10,8,3,10
TGME49_283450,152,177,143,139,152,137,137,122
TGME49_283460,0,0,0,0,0,0,0,1
TGME49_283470,0,0,0,0,0,0,0,0
TGME49_283480,0,0,0,0,0,0,0,0
TGME49_283490,0,2,0,1,0,0,0,0
TGME49_283495,1,0,0,0,1,1,2,0
TGME49_283500,6,3,3,6,6,6,2,1
TGME49_283510,3712,4721,2780,3811,3712,4479,3168,3240
TGME49_283520,2661,3274,1861,2872,2661,2964,2361,2577
TGME49_283530,2,18,0,4,2,10,0,2
TGME49_283540,5094,9430,5662,6431,5094,9582,6362,5632
TGME49_283550,3690,4370,2440,3704,3690,4260,3230,3354
TGME49_283570,71,39,36,40,71,43,67,55
TGME49_283580,452,640,347,439,452,615,430,402
TGME49_283585,150,228,135,154,150,229,137,143
TGME49_283590,515,630,305,453,515,610,385,404
TGME49_283698,26,9,12,26,26,11,16,13
TGME49_283702,1148,827,612,835,1148,693,748,747
TGME49_283710,905,1050,556,759,905,844,688,663
TGME49_283720,344,404,256,306,344,344,274,268
TGME49_283730,824,1030,638,802,824,988,702,694
TGME49_283740,452,589,299,443,452,519,366,321
TGME49_283760,525,624,349,611,525,542,466,500
TGME49_283765,36,60,34,29,36,56,31,55
TGME49_283770,12,28,10,24,12,16,19,18
TGME49_283780,6152,7812,4404,5870,6152,7498,5306,5126
TGME49_283790,2700,2865,2245,3086,2700,2335,2817,2534
TGME49_283800,813,1372,829,1188,813,1206,967,1016
TGME49_283810,644,518,375,440,644,425,449,411
TGME49_283820,987,1056,698,820,987,934,801,762
TGME49_283830,512,554,318,444,512,469,387,371
TGME49_283840,41,55,18,32,41,40,28,38
TGME49_283850,3132,3662,1890,2458,3132,3571,2369,2071
TGME49_283855,12,6,1,2,12,11,1,6
TGME49_283860,585,472,310,445,585,418,324,385
TGME49_283870,0,0,0,1,0,0,0,0
TGME49_283878,455,566,307,412,455,441,346,351
TGME49_283882,25,46,13,25,25,38,19,22
TGME49_283890,348,402,234,332,348,381,272,305
TGME49_283900,775,917,531,770,775,810,621,598
TGME49_284010,554,525,340,488,554,386,387,441
TGME49_284040,1658,1440,863,1327,1658,1193,1161,1163
TGME49_284050,1138,1254,781,1064,1138,1147,930,902
TGME49_284160,306,282,137,199,306,236,200,203
TGME49_284170,644,728,376,582,644,631,501,501
TGME49_284180,11408,12929,8091,12070,11408,11787,10006,9856
TGME49_284190,1652,1740,1014,1823,1652,1547,1249,1407
TGME49_284310,493,564,356,467,493,511,403,447
TGME49_284420,0,0,0,0,0,0,0,0
TGME49_284530,1155,1351,761,1080,1155,1275,859,796
TGME49_284540,1587,1929,1047,1408,1587,1820,1229,1204
TGME49_284550,2,2,1,0,2,3,0,4
TGME49_284560,11379,13004,6731,9833,11379,12185,8029,8683
TGME49_284570,717,798,509,675,717,766,568,578
TGME49_284580,662,799,425,562,662,798,509,503
TGME49_284590,402,470,226,305,402,479,314,251
TGME49_284598,32,53,34,47,32,59,44,27
TGME49_284602,5,2,2,4,5,4,2,4
TGME49_284610,2,1,0,0,2,0,0,0
TGME49_284615,10,20,11,11,10,22,7,14
TGME49_284620,1417,1305,779,1126,1417,1070,911,974
TGME49_284630,657,684,506,610,657,671,560,533
TGME49_284645,356,363,222,334,356,273,251,297
TGME49_284660,428,548,282,336,428,468,326,344
TGME49_284670,3,2,1,1,3,2,0,0
TGME49_284680,45,59,27,43,45,45,29,35
TGME49_284780,3295,3784,2102,3477,3295,3414,2687,3024
TGME49_285140,1339,1895,911,1409,1339,1672,1178,1343
TGME49_285150,709,937,560,777,709,910,691,691
TGME49_285160,0,0,0,1,0,0,1,0
TGME49_285170,321,282,167,267,321,272,219,215
TGME49_285180,2812,3040,1862,2666,2812,2751,2284,2342
TGME49_285190,1418,1876,1001,1339,1418,1738,1136,1107
TGME49_285200,556,684,361,492,556,593,456,451
TGME49_285210,610,593,354,503,610,486,367,441
TGME49_285220,246,266,179,211,246,236,214,195
TGME49_285230,1475,1779,944,1462,1475,1745,1166,1224
TGME49_285240,3553,4853,2742,3676,3553,4504,3256,3313
TGME49_285250,6307,7741,4332,6344,6307,7321,5111,5496
TGME49_285260,321,394,203,262,321,366,245,255
TGME49_285268,444,535,345,427,444,515,409,420
TGME49_285272,541,691,442,572,541,590,490,463
TGME49_285290,1050,852,748,994,1050,808,860,928
TGME49_285300,112,130,39,87,112,141,41,79
TGME49_285350,1,5,0,1,1,0,1,1
TGME49_285400,9,16,6,7,9,10,11,3
TGME49_285410,5,7,4,1,5,1,4,2
TGME49_285425,709,750,506,867,709,696,644,724
